   ,DEL_DATE,SHOP_CODE,MATERIAL,RAKE,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,REMARKS,DELAY_DET_CODE,AGENCY_CODE,DELAY_FREQ,CONTINUED,EXPECTED_DOC,EFF_DURATION,USER_ENTERED,TMSTP_ENTERED,USER_MODIFIED,TMSTP_MODIFIED,DELAY_ID,DELAY_REF_ID,FORMATTED_TIME,TOTAL_MINUTES
1,31-03-2005,1,,,10.3,18,7.3,7.3,UNKNOWN,CC-8,CC-8 STREAM U/SD,,SD,1,,,7.5,,,,,12,,07:30,450
2,31-03-2005,5,,,16.4,20.2,3.4,3.4,F/C-2,NONE,OFF BLAST-POOR OFF TAKE,541,MIS,1,,,3.666666667,,,,,13,,03:40,220
3,31-03-2005,8,8R,,10,10.45,0.45,0.45,MILL,LINE-2,S-20 RING BROKEN-WATER CLING NOZZLE JAMMED-WS,895,S,1,,,0.1875,,,,,14,,00:45,45
4,31-03-2005,2,,,14,15,1,1,UNKNOWN,CO-45,DECK SHEET CLEANING,,0,1,,,1,,,,,15,,01:00,60
5,31-03-2005,1,,,10.3,18,7.3,7.3,UNKNOWN,"CC-15,19","CC-15,19,22 U/SD",,SD,1,,,7.5,,,,,16,,07:30,450
6,31-03-2005,4,,,19,0,5,5,M/C-2,NONE,IDLE,0,ID,1,,,5,,,,,17,,05:00,300
7,31-03-2005,2,I-O-L,577,0.1,0.3,0.2,0.2,OT-1,NONE,STREAM CHG,180,C,1,,,0.333333333,,,,,18,,00:20,20
8,31-03-2005,2,BF-COK,,17,3.4,10.4,10.4,OT-3,NONE,NO DEMAND,50,MIS,1,,,10.66666667,,,,,19,,10:40,640
9,31-03-2005,2,,,,,0,0,OT-1,NONE,Don't delete this record,,MIS,0,,,0,,,,,20,,00:00,0
10,31-03-2005,1,,,5,6,1,1,CT-1,NONE,IDLE,0,ID,1,Y,,1,,,,,21,,01:00,60
11,31-03-2005,1,,,2.35,4.4,2.05,2.05,CT-2,NONE,IDLE,0,ID,1,,,2.083333333,,,,,22,,02:05,125
12,31-03-2005,1,BC,451,4.4,5,0.2,0.2,CT-2,NONE,RC & PWT,121,C,1,,,0.333333333,,,,,23,,00:20,20
13,31-03-2005,4,,,6.45,7.15,0.3,0.3,M/C-2,NONE,BF CONY STOPPED,450,MIS,1,,,0.5,,,,,24,,00:30,30
14,31-03-2005,3,,,9,18.45,9.45,9.45,UNKNOWN,DE-5,U/SD,,SD,1,,,9.75,,,,,25,,09:45,585
15,31-03-2005,4,,,10,10.25,0.25,0.25,M/C-2,B FEEDER,RUBBER PIECE STUCK UP,255,M,1,,,0.416666667,,,,,26,,00:25,25
16,31-03-2005,6,,,22.15,23.15,1,1,CONV-A,NONE,CHARGE PAD PATCHING,638,O,1,,,1,,,,,27,,01:00,60
17,31-03-2005,5,,,22.45,0,1.15,1.15,F/C-2,NONE,PR 2.85/4500--(PLACEMENT DELAY),538,O,1,,,1.25,,,,,28,,01:15,75
18,31-03-2005,6,,,23.2,2.3,3.1,3.1,CCM-2,NONE,U/P ( PLANNED CLOSURE ),692,O,1,,,3.166666667,,,,,29,,03:10,190
19,31-03-2005,9,BLT65,,0,0,0.15,0.15,MILL,NONE,HEAT CHG,718,C,1,,,0.25,,,,,94,,00:15,15
20,31-03-2005,10,,,16.1,20.45,4.35,4.35,GETS,TG-2,ON MOTOR MODE -- BF-2 PROB.,,S,1,,,4.583333333,,,,,95,,04:35,275
21,31-03-2005,3,,,1.5,5.4,3.5,3.5,CPP,Y-11,BELT FOLDED,270,M,1,,,3.833333333,,,,,96,,03:50,230
22,31-03-2005,5,,,6,6.5,0.5,2.15,F/C-1,NONE,PR 2.61/4500 -- HEAVY COKE RUSH,522,O,1,,,0.833333333,,,,,97,,00:50,50
23,31-03-2005,8,8R,,20,20.1,0.1,0.1,MILL,NONE,ROD FEED LINE COBBLE+ S-13 ERG CHANGING-GS,710,S,1,,,0.166666667,,,,,98,,00:10,10
24,31-03-2005,9,,,,,0,0,MILL,NONE,Don't delete this record,,MIS,0,,,0,,,,,99,,00:00,0
25,31-03-2005,8,8R,,14.05,14.25,0.2,0.2,MILL,NONE,MILL CHECKING,870,C,1,,,0.333333333,,,,,100,,00:20,20
26,31-03-2005,6,,,6.2,7.3,1.1,1.1,CONV-A,TH,TH CHG & GUNNETTING,628,O,1,,,1.166666667,,,,,101,,01:10,70
27,31-03-2005,9,BLT65,,10.3,11.3,1,1,MILL,"S-5,13,14",PASS CHG,725,C,1,,,1,,,,,102,,01:00,60
28,31-03-2005,5,,,8.05,8.55,0.5,0.5,F/C-2,TH-6,PR 0.5/1400 TH-6 CLOSING PROB.,519,O,1,,,0.833333333,,,,,103,,00:50,50
29,31-03-2005,6,,,6,6,24,106,CONV-C,NONE,U/SD FOR RELINING AFTER 2864 HEATS,625,SD,1,Y,05.04.2005,24,,,,,104,,24:00:00,1440
30,31-03-2005,8,8R,,9.5,10.25,0.35,0.35,MILL,LINE-1,COBBLE BETWEEN S-20 & 21,830,O,1,,,0.145833333,,,,,105,,00:35,35
31,31-03-2005,4,,,5,6,1,1,BRC,BED-A,BKT WHEEL -2 FLUID COUPLING OIL LEAKAGE,185,M,1,Y,,1,,,,,106,,01:00,60
32,31-03-2005,1,,,6,0.5,18.5,19.1,CT-1,NONE,IDLE,0,ID,1,,,18.83333333,,,,,107,,18:50,1130
33,31-03-2005,6,,,14,15.1,1.1,1.1,CONV-A,NONE,CHARGE PAD PATCHING,638,O,1,,,1.166666667,,,,,108,,01:10,70
34,31-03-2005,6,,,17.2,17.5,0.3,0.3,CONV-A,NONE,TRACK DOZZING,624,O,1,,,0.5,,,,,109,,00:30,30
35,31-03-2005,6,,,16.3,6,13.3,13.3,MIXER-1,NONE,U/SD FOR MID CAMPAIGN REPAIRS-42 DAYS,100,SD,1,Y,12.05.2005,13.5,,,,,110,,13:30,810
36,31-03-2005,1,,,6,7.15,1.15,22.55,CT-2,NONE,IDLE,0,ID,1,,,1.25,,,,,111,,01:15,75
37,31-03-2005,2,I-O-F,180,6,7.45,1.45,2.15,OT-1,NONE,1E WAGON  DERAILED,143,O,1,,,1.75,,,,,112,,01:45,105
38,31-03-2005,5,,,8.55,9.55,1,1,F/C-2,TH-6,PR 2.55/4600TH-6 CLOSING PROB.,518,O,1,,,1,,,,,113,,01:00,60
39,31-03-2005,6,,,,,0,0,CCM-6,NONE,Don't delete this record,,MIS,0,,,0,,,,,114,,00:00,0
40,31-03-2005,6,,,,,0,0,CONV-B,NONE,Don't delete this record,,MIS,0,,,0,,,,,115,,00:00,0
41,31-03-2005,6,,,,,0,0,CONV-C,NONE,Don't delete this record,,MIS,0,,,0,,,,,116,,00:00,0
42,31-03-2005,6,,,,,0,0,CCM-1,NONE,Don't delete this record,,MIS,0,,,0,,,,,117,,00:00,0
43,31-03-2005,6,,,,,0,0,CCM-2,NONE,Don't delete this record,,MIS,0,,,0,,,,,118,,00:00,0
44,31-03-2005,6,,,,,0,0,CCM-3,NONE,Don't delete this record,,MIS,0,,,0,,,,,119,,00:00,0
45,31-03-2005,9,BLT65,,1,1.45,0.45,0.45,MILL,S-8,MTRL SLIPPAGE,907,O,1,,,0.75,,,,,141,,00:45,45
46,31-03-2005,9,BLT65,,0,0,0.2,0.2,MILL,NONE,HEAT CHG,718,C,1,,,0.333333333,,,,,142,,00:20,20
47,31-03-2005,4,,,,,0,0,M/C-1,NONE,Don't delete this record,,MIS,0,,,0,,,,,143,,00:00,0
48,31-03-2005,4,,,,,0,0,M/C-2,NONE,Don't delete this record,,MIS,0,,,0,,,,,144,,00:00,0
49,31-03-2005,4,,,4.3,4.45,0.15,0.15,M/C-2,NONE,BF CONY STOPPED,450,MIS,1,,,0.25,,,,,145,,00:15,15
50,31-03-2005,8,8R,,4.4,4.45,0.05,0.05,MILL,IB,GUIDE TROUGH PROB.,776,M,1,,,0.083333333,,,,,146,,00:05,5
51,31-03-2005,4,,,4.3,4.45,0.15,0.15,M/C-1,NONE,BF CONY STOPPED,450,MIS,1,,,0.25,,,,,120,,00:15,15
52,31-03-2005,6,,,,,0,0,CCM-5,NONE,Don't delete this record,,MIS,0,,,0,,,,,121,,00:00,0
53,31-03-2005,5,,,,,0,0,F/C-1,NONE,Don't delete this record,50,MIS,0,,,0,,,,,122,,00:00,0
54,31-03-2005,7,,,,,0,0,BILLET MIL,NONE,Don't delete this record,,MIS,0,,,0,,,,,123,,00:00,0
55,31-03-2005,7,,,,,0,0,BAR MILL,NONE,Don't delete this record,,MIS,0,,,0,,,,,124,,00:00,0
56,31-03-2005,8,,,,,0,0,MILL,NONE,Don't delete this record,,MIS,0,,,0,,,,,125,,00:00,0
57,31-03-2005,3,,,,,0,0,BATTERY-3,NONE,Don't delete this record,,MIS,0,,,0,,,,,126,,00:00,0
58,31-03-2005,3,,,,,0,0,BATTERY-2,NONE,Don't delete this record,,MIS,0,,,0,,,,,127,,00:00,0
59,31-03-2005,3,,,,,0,0,BATTERY-1,NONE,Don't delete this record,,MIS,0,,,0,,,,,128,,00:00,0
60,31-03-2005,6,,,,,0,0,CCM-4,NONE,Don't delete this record,,MIS,0,,,0,,,,,129,,00:00,0
61,31-03-2005,9,BLT65,,22.2,22.45,0.25,0.25,MILL,S-19,E/GUIDE TIGHTENING --,776,O,1,,,0.416666667,,,,,130,,00:25,25
62,31-03-2005,2,,,,,0,0,OT-3,NONE,Don't delete this record,,MIS,0,,,0,,,,,131,,00:00,0
63,31-03-2005,7,,,6,6,24,24,BAR MILL,NONE,U/SD FOR WEEKLY MAINT & SEC CHG TO 16P,100,SD,1,Y,,24,,,,,132,,24:00:00,1440
64,31-03-2005,8,8R,,22.15,22.3,0.15,0.15,MILL,NONE,MILL CHKG,870,C,1,,,0.25,,,,,133,,00:15,15
65,31-03-2005,8,8R,,2,2.1,0.1,0.1,MILL,NONE,FB CHKG,840,C,1,,,0.166666667,,,,,134,,00:10,10
66,31-03-2005,8,8R,,4.2,4.3,0.1,0.1,MILL,S-12,GUIDE CHG -- RS,710,S,1,,,0.166666667,,,,,135,,00:10,10
67,31-03-2005,8,8R,,0,0,0.1,0.1,MILL,NONE,BLT SOAKING,871,C,1,,,0.166666667,,,,,136,,00:10,10
68,31-03-2005,6,,,,,0,0,CONV-A,NONE,Don't delete this record,,MIS,0,,,0,,,,,137,,00:00,0
69,31-03-2005,8,8R,,22,22.15,0.15,0.15,MILL,"LINE-1,2",CKK-2 OVER LOADED.,850,M,1,,,0.125,,,,,138,,00:15,15
70,31-03-2005,5,,,,,0,0,F/C-2,NONE,Don't delete this record,50,MIS,0,,,0,,,,,139,,00:00,0
71,31-03-2005,9,BLT65,,0,0.3,0.3,0.3,MILL,NONE,RHS C/BED CHAIN  PROB.,722,E,1,,,0.5,,,,,140,,00:30,30
72,31-03-2005,2,,,7.3,10.55,3.25,3.25,OT-3,NONE,IDLE,0,ID,1,,,3.416666667,,,,,1,,03:25,205
73,31-03-2005,2,,,9.3,12.3,3,3,LOCP,VS-4,"VS-4,VF-17 U/SD",100,SD,1,,,3,,,,,2,,03:00,180
74,31-03-2005,2,,,18.3,19.2,0.5,0.5,LOCP,CO-37,IDLERS FALLEN,295,M,1,,,0.833333333,,,,,3,,00:50,50
75,31-03-2005,2,,,15,15.4,0.4,0.667,LOCP,CO-45,DECK SHEET CLEANING AND IDLERS FIXING,295,M,1,,,0.667,,,,,4,,00:40,40
76,31-03-2005,2,BF-COK,,10.55,11.5,0.55,0.55,OT-3,NONE,RC & PWT,121,C,1,,,0.916666667,,,,,5,,00:55,55
77,31-03-2005,2,,,11.3,18.3,7,7,BRC,NONE,ON CO-32 U/SD,100,SD,1,,,7,,,,,6,,07:00,420
78,31-03-2005,1,ICC,628,7.15,7.4,0.25,0.25,CT-2,NONE,RC & PWT,121,C,1,,,0.416666667,,,,,7,,00:25,25
79,31-03-2005,2,,,9.3,17.15,7.45,7.45,WBRC,NONE,ON CO-26 U/SD,100,SD,1,,,7.75,,,,,8,,07:45,465
80,31-03-2005,2,I-O-L,575,9.3,10.1,0.4,0.4,OT-2,NONE,RC & PWT,121,C,1,,,0.666666667,,,,,9,,00:40,40
81,31-03-2005,1,,,10,18,8,8,UNKNOWN,CC-36,YARD CONVY U/SD,,SD,1,,,8,,,,,10,,08:00,480
82,31-03-2005,8,8R,,6.15,6.4,0.25,0.25,MILL,NONE,MILL CHECKING+IM PASS BURNING,870,O,1,,,0.416666667,,,,,11,,00:25,25
83,31-03-2005,2,,,13,19.35,6.35,6.35,OT-2,NONE,IDLE,0,ID,1,,,6.583333333,,,,,71,,06:35,395
84,31-03-2005,10,,,7.45,9.05,1.2,1.2,GETS,TG-2,ON MOTOR MODE,,S,1,,,1.333333333,,,,,72,,01:20,80
85,31-03-2005,2,BF-DOL,177,19.55,20.3,0.35,0.35,OT-2,NONE,RC & PWT,121,C,1,,,0.583333333,,,,,73,,00:35,35
86,31-03-2005,6,,,11,17.55,6.55,6.55,CCM-3,NONE,IDLE,0,ID,1,,,6.916666667,,,,,74,,06:55,415
87,31-03-2005,2,BF-COK,,13.15,16,2.45,2.45,OT-3,NONE,NO DEMAND,50,MIS,1,,,2.75,,,,,75,,02:45,165
88,31-03-2005,1,ICC,629,21.45,23,1.15,1.15,CT-2,NONE,RC & PWT,121,C,1,,,1.25,,,,,76,,01:15,75
89,31-03-2005,6,,,8.45,9.4,0.55,0.55,CONV-B,NONE,"MOUTH JAM, BODY JAM DROPPING",618,O,1,,,0.916666667,,,,,77,,00:55,55
90,31-03-2005,6,,,8.1,8.5,0.4,0.4,CONV-A,NONE,"MOUTH JAM, BODY JAM DROPPING",618,O,1,,,0.666666667,,,,,78,,00:40,40
91,31-03-2005,4,,,6.45,7.15,0.3,0.3,M/C-1,NONE,BF CONY STOPPED,450,MIS,1,,,0.5,,,,,30,,00:30,30
92,31-03-2005,1,ISC,114,0.5,1.4,0.5,0.5,CT-1,NONE,RC & PWT,121,C,1,,,0.833333333,,,,,31,,00:50,50
93,31-03-2005,6,,,4.5,6,1.1,1.1,CCM-4,NONE,U/P ( NEXT HEAT STL-27/46 N/OPENED ),623,O,1,,,1.166666667,,,,,32,,01:10,70
94,31-03-2005,1,,,,,0,0,CT-1,NONE,Don't delete this record,,MIS,0,,,0,,,,,33,,00:00,0
95,31-03-2005,7,,,6,6,24,24,BILLET MIL,NONE,U/SD FOR WEEKLY MAINT.,100,SD,1,Y,,24,,,,,34,,24:00:00,1440
96,31-03-2005,6,,,6,11,5,5,CCM-3,NONE,U/P(S-4 H/R),686,O,1,,,5,,,,,35,,05:00,300
97,31-03-2005,5,,,0,0,4,4,PCM,M/C-2,IDLE,0,ID,1,,,4,,,,,36,,04:00,240
98,31-03-2005,5,,,0,0,6,6,PCM,M/C-4,IDLE,0,ID,1,,,6,,,,,37,,06:00,360
99,31-03-2005,5,,,0,0,4,4,PCM,M/C-3,R/M,582,C,1,,,4,,,,,38,,04:00,240
100,31-03-2005,6,,,17.5,1.35,7.45,7.45,CCM-1,NONE,IDLE,0,ID,1,,,7.75,,,,,39,,07:45,465
101,31-03-2005,6,,,1.5,2.1,0.2,0.2,CONV-A,NONE,GUNNETTING,638,O,1,,,0.333333333,,,,,40,,00:20,20
102,31-03-2005,2,I-O-L,578,1.5,2.5,1,1,OT-3,NONE,RC & PWT,121,C,1,,,1,,,,,41,,01:00,60
103,31-03-2005,6,,,2.3,4.55,2.25,2.25,CCM-2,NONE,IDLE,0,ID,1,,,2.416666667,,,,,42,,02:25,145
104,31-03-2005,6,,,7.4,6,22.2,22.2,CCM-6,NONE,U/SD FOR RADIAL PORTION MAINT.,100,SD,1,Y,,22.33333333,,,,,43,,22:20,1340
105,31-03-2005,2,,,0,0,1,1,LOCP,VS-2,TOP SPRING PROB.,230,M,1,,,1,,,,,44,,01:00,60
106,31-03-2005,2,,,1.25,1.5,0.25,0.25,OT-2,NONE,IDLE,0,ID,1,,,0.416666667,,,,,45,,00:25,25
107,31-03-2005,1,,,,,0,0,CT-2,NONE,Don't delete this record,,MIS,0,,,0,,,,,46,,00:00,0
108,31-03-2005,2,I-O-L,579,3.3,4.2,0.5,0.5,OT-1,NONE,RC & PWT,121,C,1,,,0.833333333,,,,,47,,00:50,50
109,31-03-2005,5,,,0,0,2,2,PCM,M/C-1,IDLE,0,ID,1,,,2,,,,,48,,02:00,120
110,31-03-2005,8,8R,,11.1,11.4,0.3,0.3,MILL,"LINE-1,2",CKT-2 OVER LOAD,850,M,1,,,0.25,,,,,49,,00:30,30
111,31-03-2005,10,,,6.15,6.4,0.25,0.25,GETS,TG-2,ON MOTOR MODE,,S,1,,,0.416666667,,,,,50,,00:25,25
112,31-03-2005,10,,,6,6.5,0.5,0.5,GETS,TG-1,ON MOTOR MODE,,S,1,,,0.833333333,,,,,51,,00:50,50
113,31-03-2005,15,,,0,0,16,16,TBDB PLANT,NONE,IDLE,,ID,1,,,16,,,,,52,,16:00,960
114,31-03-2005,9,BLT65,,0,0,0.3,0.3,MILL,"S-5,6","S-5,6 TROUGH CLEANING",776,O,1,,,0.5,,,,,53,,00:30,30
115,31-03-2005,9,BLT65,,0,0,0.1,0.1,MILL,S-5,ENTRY GUIDE CHG,776,O,1,,,0.166666667,,,,,54,,00:10,10
116,31-03-2005,6,,,14.55,16.5,1.55,1.55,CCM-5,NONE,U/P(HEAT DELAY-CONV-A MAINT),602,O,1,,,1.916666667,,,,,55,,01:55,115
117,31-03-2005,8,8R,,10.45,11.15,0.3,0.3,MILL,LINE-3,FB RING CHG,895,C,1,,,0.125,,,,,56,,00:30,30
118,31-03-2005,6,,,17.1,17.5,0.4,0.4,CCM-1,NONE,U/P(HEAT DEL-NXT HT LDL 32/75 SLID GATE THRO),623,O,1,,,0.666666667,,,,,57,,00:40,40
119,31-03-2005,8,8R,,6.4,7,0.2,0.2,MILL,LINE-2,FB RING CHG,895,C,1,,,0.083333333,,,,,58,,00:20,20
120,31-03-2005,8,8R,,14.25,14.45,0.2,0.2,MILL,LINE-1,FB RING CHG,895,C,1,,,0.083333333,,,,,59,,00:20,20
121,31-03-2005,2,,,,,0,0,OT-2,NONE,Don't delete this record,,MIS,0,,,0,,,,,60,,00:00,0
122,31-03-2005,15,,,6,6,24,135.3,FK-5,NONE,IDLE,,ID,1,Y,,24,,,,,61,,24:00:00,1440
123,31-03-2005,8,8R,,16.45,16.5,0.05,0.05,MILL,NONE,F/C SOAKING,871,C,1,,,0.083333333,,,,,62,,00:05,5
124,31-03-2005,8,8R,,17.2,17.4,0.2,0.2,MILL,NONE,MATRL TRACKING COMP PROB-HOOK READ UNIT PROB,885,I,1,,,0.333333333,,,,,63,,00:20,20
125,31-03-2005,8,8R,,13.4,13.5,0.1,0.1,MILL,"LINE-3,4",NO HOOKS-CKT PROB,875,E,1,,,0.083333333,,,,,64,,00:10,10
126,31-03-2005,2,I-O-L,576,18.45,19.2,0.35,0.35,OT-1,NONE,RC & PWT,121,C,1,,,0.583333333,,,,,65,,00:35,35
127,31-03-2005,5,,,0,0,4,4,PCM,M/C-4,IDLE,0,ID,1,,,4,,,,,66,,04:00,240
128,31-03-2005,5,,,0,0,4,4,PCM,M/C-4,R/M,582,C,1,,,4,,,,,67,,04:00,240
129,31-03-2005,5,,,0,0,4,4,PCM,M/C-2,R/M,582,C,1,,,4,,,,,68,,04:00,240
130,31-03-2005,5,,,0,0,4,4,PCM,M/C-1,R/M,582,C,1,,,4,,,,,69,,04:00,240
131,31-03-2005,2,,,16,17,1,1,OT-3,NONE,IDLE,0,ID,1,,,1,,,,,70,,01:00,60
132,31-03-2005,6,,,16.5,19,2.1,2.1,CCM-5,NONE,IDLE,0,ID,1,,,2.166666667,,,,,79,,02:10,130
133,31-03-2005,5,,,6,14,8,8,PCM,M/C-3,U/SD,100,SD,1,,,8,,,,,80,,08:00,480
134,31-03-2005,2,,,8.4,18.45,10.05,10.05,OT-1,NONE,IDLE,0,ID,1,,,10.08333333,,,,,81,,10:05,605
135,31-03-2005,12,,,6,6,24,9500.1,UNKNOWN,PAC-1,DISCHARGE RESISTANCE OF MOTOR FAILED,,E,1,Y,JULY'05,24,,,,,82,,24:00:00,1440
136,31-03-2005,3,,,6,10,4,7,UNKNOWN,CHAMBER-10,GATE -3 MOTOR PROB.,,E,1,,,4,,,,,83,,04:00,240
137,31-03-2005,6,,,6,8.55,2.55,13.15,CCM-2,NONE,IDLE,0,ID,1,,,2.916666667,,,,,84,,02:55,175
138,31-03-2005,15,,,6,6,24,54,FK-3,NONE,IDLE,,ID,1,Y,,24,,,,,85,,24:00:00,1440
139,31-03-2005,2,,,6,9.3,3.3,4,OT-2,NONE,IDLE,0,ID,1,,,3.5,,,,,86,,03:30,210
140,31-03-2005,3,,,6,6,24,48,UNKNOWN,CHAMBER-5,U/SD FOR LIFTER ROPE CHANGING,,SD,1,Y,,24,,,,,87,,24:00:00,1440
141,31-03-2005,5,,,6,6,24,3120,UNKNOWN,STOVE-4,U/CR,,CR,1,Y,22.09.2005,24,,,,,88,,24:00:00,1440
142,31-03-2005,6,,,6,12.15,6.15,10.45,CCM-4,NONE,IDLE,0,ID,1,,,6.25,,,,,89,,06:15,375
143,31-03-2005,3,,,6,9,3,32,UNKNOWN,DE-5,BRAKER PROB.,,E,1,,,3,,,,,90,,03:00,180
144,31-03-2005,15,,,6,6,24,429.3,FK-4,NONE,IDLE,,ID,1,Y,,24,,,,,91,,24:00:00,1440
145,31-03-2005,1,,,11.4,21.45,10.05,10.05,CT-2,NONE,IDLE,0,ID,1,,,10.08333333,,,,,92,,10:05,605
146,31-03-2005,3,,,10,6,20,20,UNKNOWN,CHAMBER-10,BOILER LEAKAGE,,S,1,Y,,20,,,,,93,,20:00,1200
147,30-03-2005,3,,,0,0,0.15,0.15,BATTERY-3,DE-5,LT NOT TAKING PLACE,314,E,1,,,0.25,,,,,62,,00:15,15
148,30-03-2005,5,,,0,0,3,3,PCM,M/C-4,RUNNER MAKING,582,C,1,,,3,,,,,63,,03:00,180
149,30-03-2005,6,,,6,6,24,82,CONV-C,NONE,U/SD FOR RELINING AFTER 2864 HEATS,625,SD,1,Y,05.04.2005,24,,,,,64,,24:00:00,1440
150,30-03-2005,2,BF-DOL,176,20.55,21.15,0.2,0.2,OT-1,NONE,RC & PWT,121,C,1,,,0.333333333,,,,,65,,00:20,20
151,30-03-2005,4,,,0,0,0.3,0.3,M/C-2,NONE,BF CONV STOPPED,450,MIS,2,,,0.5,,,,,66,,00:30,30
152,30-03-2005,4,,,0,0,0.3,0.3,M/C-1,NONE,BF CONV STOPPED,450,MIS,1,,,0.5,,,,,67,,00:30,30
153,30-03-2005,4,,,8.45,17.3,8.45,8.45,M/C-1,NONE,U/SD,100,SD,1,,,8.75,,,,,68,,08:45,525
154,30-03-2005,3,,,6,6,24,24,UNKNOWN,CHAMBER-5,U/SD FOR LIFTER ROPE CHANGING,,SD,1,Y,,24,,,,,69,,24:00:00,1440
155,30-03-2005,3,,,17.3,18.3,1,1,UNKNOWN,DE-5,LT BRAKES TRIPPING FREQUENTLY,,E,1,,,1,,,,,70,,01:00,60
156,30-03-2005,2,BF-COK,,13.45,18.45,5,5,OT-2,NONE,NO DEMAND,50,MIS,1,,,5,,,,,71,,05:00,300
157,30-03-2005,3,,,18.5,19.1,0.2,0.2,UNKNOWN,LOCO-4,BKT HELD UP ,,E,1,,,0.333333333,,,,,72,,00:20,20
158,30-03-2005,6,,,18.35,19.4,1.05,1.05,CCM-2,NONE,U/P (HEAT DELAY),602,O,1,,,1.083333333,,,,,73,,01:05,65
159,30-03-2005,15,,,6,6,24,30,FK-3,NONE,IDLE,,ID,1,Y,,24,,,,,74,,24:00:00,1440
160,30-03-2005,7,,,0,0,0.3,0.3,BILLET MIL,NONE,S-1 PASS CHG,725,C,1,,,0.5,,,,,75,,00:30,30
161,30-03-2005,8,8R,,13,13.2,0.2,0.2,MILL,"LINE-1,2",NO HOOKS -2 COIL UNLOADING,875,C,1,,,0.166666667,,,,,76,,00:20,20
162,30-03-2005,6,,,6,8,2,2,CCM-1,NONE,"U/P (S-3 H/R,HEAT DELAY)",686,O,1,,,2,,,,,77,,02:00,120
163,30-03-2005,6,,,8,13.25,5.25,5.25,CCM-1,NONE,IDLE,0,ID,1,,,5.416666667,,,,,78,,05:25,325
164,30-03-2005,6,,,10.55,11.15,0.2,0.2,CONV-A,NONE,T/DOZZING,624,O,1,,,0.333333333,,,,,79,,00:20,20
165,30-03-2005,7,,,0,0,0.15,0.15,BILLET MIL,NONE,MILL CHKG,770,C,1,,,0.25,,,,,80,,00:15,15
166,30-03-2005,7,,,0,0,0.2,0.2,BILLET MIL,CHG GD-2,DOGS N/FORWARDING,701,E,1,,,0.333333333,,,,,81,,00:20,20
167,30-03-2005,7,,,0,0,0.15,0.15,BILLET MIL,NONE,SCRAP BKT CHG,780,O,1,,,0.25,,,,,82,,00:15,15
168,30-03-2005,7,,,0,0,0.1,0.1,BILLET MIL,TOCB CR,CRANE DELAY,785,O,1,,,0.166666667,,,,,83,,00:10,10
169,30-03-2005,5,,,0,0,8,8,PCM,M/C-2,IDLE,0,ID,1,,,8,,,,,84,,08:00,480
170,30-03-2005,8,8R,,10,10.1,0.1,0.1,MILL,FB,FB CHKG,840,C,1,,,0.166666667,,,,,85,,00:10,10
171,30-03-2005,9,BLT65,,0,0,0.3,0.3,MILL,"S-4,9",PASS CHG,725,C,1,,,0.5,,,,,86,,00:30,30
172,30-03-2005,8,8R,,10.1,10.3,0.2,0.2,MILL,LINE-3,FB RING CHG,895,C,1,,,0.083333333,,,,,87,,00:20,20
173,30-03-2005,9,BLT65,,0,0,0.15,0.15,MILL,NONE,"HEAT ,GRADE CHG",718,C,1,,,0.25,,,,,88,,00:15,15
174,30-03-2005,15,,,0,0,16,16,TBDB PLANT,NONE,IDLE,,ID,1,,,16,,,,,89,,16:00,960
175,30-03-2005,1,,,14.3,18.15,3.45,3.45,WBRC,"CC-51,52","CC-53,54 U/SD",100,SD,1,,,3.75,,,,,90,,03:45,225
176,30-03-2005,6,,,17.5,19.3,1.4,1.4,CCM-1,NONE,U/P (HEAT DELAY),602,O,1,,,1.666666667,,,,,91,,01:40,100
177,30-03-2005,5,,,0,0,4,4,PCM,M/C-3,RUNNER MAKING,582,C,1,,,4,,,,,92,,04:00,240
178,30-03-2005,1,,,10.15,18,7.45,7.45,SCR,CC-39, U/SD,100,SD,1,,,7.75,,,,,93,,07:45,465
179,30-03-2005,2,BF-COK,,13.45,18.45,5,5,OT-2,NONE,NO DEMAND,50,MIS,1,,,5,,,,,94,,05:00,300
180,30-03-2005,8,8R,,7.15,7.35,0.2,0.2,MILL,NONE,MILL CHKG,870,C,1,,,0.333333333,,,,,95,,00:20,20
181,30-03-2005,2,,,17.1,18.55,1.45,1.45,OT-1,NONE,IDLE,0,ID,1,,,1.75,,,,,96,,01:45,105
182,30-03-2005,6,,,17.5,20.3,2.4,2.4,CCM-6,NONE,U/P (HEAT DELAY),602,O,1,,,2.666666667,,,,,97,,02:40,160
183,30-03-2005,9,BLT65,,0,0,0.15,0.15,MILL,NONE,MATRL CLEARING IN FIN AREA,907,O,1,,,0.25,,,,,98,,00:15,15
184,30-03-2005,5,,,0,0,8,8,PCM,M/C-1,IDLE,0,ID,1,,,8,,,,,99,,08:00,480
185,30-03-2005,2,,,9,17.45,8.45,8.45,BRC,CO-30,U/SD,100,SD,1,,,8.75,,,,,100,,08:45,525
186,30-03-2005,6,,,11.3,20.15,8.45,8.45,CCM-5,NONE,U/P AFTER SD,692,O,1,,,8.75,,,,,101,,08:45,525
187,30-03-2005,2,,,9,17.45,8.45,8.45,LOCP,VS-3,U/SD,100,SD,1,,,8.75,,,,,102,,08:45,525
